GCA_000007325.1	190304.8
GCA_000008885.1	36870.6
GCA_000009845.1	262768.5
GCA_000010085.1	343509.12
GCA_000010565.1	370438.4
GCA_000011445.1	272632.4
GCA_000012145.1	315456.9
GCA_000013185.1	374463.5
GCA_000016605.1	399549.15
GCA_000017245.1	339671.7
GCA_000017645.1	78245.23
GCA_000018565.1	316274.11
GCA_000020605.1	515619.32
GCA_000023725.1	531844.3
GCA_000024525.1	504472.25
GCA_000026125.1	204773.6
GCA_000027065.2	693216.20
GCA_000043285.1	203907.6
GCA_000063505.1	32051.5
GCA_000063525.1	316278.4
GCA_000069185.1	561007.40
GCA_000069925.1	59748.8
GCA_000091165.1	671143.5
GCA_000093085.1	439292.5
GCA_000145985.1	583356.9
GCA_000146855.1	864565.7
GCA_000153145.1	312284.4
GCA_000153385.1	156586.6
GCA_000153445.1	314287.3
GCA_000154325.1	428128.18
GCA_000154345.1	428125.8
GCA_000155435.1	457421.5
GCA_000155695.1	382464.3
GCA_000155715.1	391615.3
GCA_000155855.1	483218.5
GCA_000155875.1	470146.3
GCA_000156115.1	314270.3
GCA_000156155.1	314607.3
GCA_000156295.1	247634.3
GCA_000158135.1	467661.3
GCA_000158155.1	566466.4
GCA_000158655.1	537013.3
GCA_000163555.2	684719.3
GCA_000163695.1	575590.3
GCA_000163995.1	683083.3
GCA_000166735.2	927694.4
GCA_000168735.1	394104.9
GCA_000168995.1	383631.9
GCA_000169075.1	247633.3
GCA_000169115.1	247639.3
GCA_000169355.1	391598.3
GCA_000169395.1	388401.3
GCA_000169995.1	391574.12
GCA_000170815.1	50743.3
GCA_000171835.1	331869.3
GCA_000171875.1	391603.3
GCA_000173095.1	487796.3
GCA_000173575.1	516466.4
GCA_000180035.1	905067.3
GCA_000182945.1	209882.4
GCA_000183865.1	702457.6
GCA_000196815.1	330214.5
GCA_000198515.1	83406.3
GCA_000200715.1	414004.10
GCA_000204585.1	886738.12
GCA_000205985.2	655186.17
GCA_000209465.1	575593.3
GCA_000209515.2	937772.3
GCA_000214705.1	760568.4
GCA_000217635.1	261317.3
GCA_000220865.1	997348.4
GCA_000223255.2	1035189.4
GCA_000224475.1	756883.7
GCA_000227505.4	745014.4
GCA_000227525.2	751994.3
GCA_000237975.1	679936.13
GCA_000238815.2	909943.3
GCA_000242935.3	794903.9
GCA_000244995.1	864051.3
GCA_000245075.1	1054213.3
GCA_000247545.1	698757.20
GCA_000252485.1	1094894.3
GCA_000257205.1	990998.3
GCA_000258595.1	1134445.3
GCA_000263195.1	929562.9
GCA_000263275.1	1002805.5
GCA_000264945.2	861109.21
GCA_000270325.1	311458.9
GCA_000271405.2	768486.24
GCA_000276965.1	1177931.3
GCA_000283635.1	1116231.7
GCA_000285855.2	1095771.3
GCA_000293845.2	1220535.3
GCA_000296795.1	247490.3
GCA_000299095.1	859653.3
GCA_000299115.1	744985.3
GCA_000302695.1	1224136.3
GCA_000306725.1	1094980.5
GCA_000307305.1	1214065.3
GCA_000307955.1	1206767.3
GCA_000309865.1	1220534.3
GCA_000309945.1	864702.7
GCA_000310245.1	1249480.3
GCA_000314955.1	1127672.3
GCA_000317655.1	292563.3
GCA_000318405.1	1035191.3
GCA_000330845.1	693444.3
GCA_000332255.1	1173021.3
GCA_000332645.1	1236548.3
GCA_000333235.1	1268239.3
GCA_000333815.1	1232426.4
GCA_000335715.1	1229489.3
