"assignment","cluster","id","microbetag::cluster","name","selected","shared name","value"
"strong","0.0","JQ460096.1.1411","0","JQ460096.1.1411","false","JQ460096.1.1411","JQ460096.1.1411"
"strong","0.0","JQ462118.1.1331","0","JQ462118.1.1331","false","JQ462118.1.1331","JQ462118.1.1331"
"strong","1.0","JQ453495.1.1413","1","JQ453495.1.1413","false","JQ453495.1.1413","JQ453495.1.1413"
"strong","1.0","D89882.1.1550","1","D89882.1.1550","false","D89882.1.1550","D89882.1.1550"
"strong","1.0","JQ451999.1.1413","1","JQ451999.1.1413","false","JQ451999.1.1413","JQ451999.1.1413"
"strong","1.0","JF131761.1.1363","1","JF131761.1.1363","false","JF131761.1.1363","JF131761.1.1363"
"strong","1.0","JQ452769.1.1357","1","JQ452769.1.1357","false","JQ452769.1.1357","JQ452769.1.1357"
"strong","1.0","JQ449434.1.1369","1","JQ449434.1.1369","false","JQ449434.1.1369","JQ449434.1.1369"
"strong","0.0","JQ475297.1.1411","0","JQ475297.1.1411","false","JQ475297.1.1411","JQ475297.1.1411"
"strong","0.0","GU408748.1.1463","0","GU408748.1.1463","false","GU408748.1.1463","GU408748.1.1463"
"strong","1.0","AY959044.1.1495","1","AY959044.1.1495","false","AY959044.1.1495","AY959044.1.1495"
"strong","1.0","AY958933.1.1490","1","AY958933.1.1490","false","AY958933.1.1490","AY958933.1.1490"
"strong","1.0","JQ476855.1.1374","1","JQ476855.1.1374","false","JQ476855.1.1374","JQ476855.1.1374"
"strong","1.0","JQ460235.1.1414","1","JQ460235.1.1414","false","JQ460235.1.1414","JQ460235.1.1414"
"strong","1.0","JQ452546.1.1397","1","JQ452546.1.1397","false","JQ452546.1.1397","JQ452546.1.1397"
"strong","1.0","JQ454311.1.1386","1","JQ454311.1.1386","false","JQ454311.1.1386","JQ454311.1.1386"
"strong","0.0","JQ451711.1.1392","0","JQ451711.1.1392","false","JQ451711.1.1392","JQ451711.1.1392"
"strong","0.0","JF414111.1.1515","0","JF414111.1.1515","false","JF414111.1.1515","JF414111.1.1515"
"strong","1.0","JQ451317.1.1398","1","JQ451317.1.1398","false","JQ451317.1.1398","JQ451317.1.1398"
"strong","1.0","FJ557362.1.1364","1","FJ557362.1.1364","false","FJ557362.1.1364","FJ557362.1.1364"
"strong","1.0","HQ811040.1.1460","1","HQ811040.1.1460","false","HQ811040.1.1460","HQ811040.1.1460"
"strong","1.0","AY977515.1.1349","1","AY977515.1.1349","false","AY977515.1.1349","AY977515.1.1349"
"strong","1.0","JQ406530.1.1451","1","JQ406530.1.1451","false","JQ406530.1.1451","JQ406530.1.1451"
"strong","1.0","JQ471064.1.1393","1","JQ471064.1.1393","false","JQ471064.1.1393","JQ471064.1.1393"
"strong","1.0","JF148907.1.1359","1","JF148907.1.1359","false","JF148907.1.1359","JF148907.1.1359"
"strong","0.0","JQ467977.1.1411","0","JQ467977.1.1411","false","JQ467977.1.1411","JQ467977.1.1411"
"strong","1.0","EU704752.1.1277","1","EU704752.1.1277","false","EU704752.1.1277","EU704752.1.1277"
"strong","1.0","FJ470581.1.1490","1","FJ470581.1.1490","false","FJ470581.1.1490","FJ470581.1.1490"
"strong","1.0","JQ452968.1.1420","1","JQ452968.1.1420","false","JQ452968.1.1420","JQ452968.1.1420"
"strong","0.0","HQ812210.1.1430","0","HQ812210.1.1430","false","HQ812210.1.1430","HQ812210.1.1430"
"strong","1.0","GU432167.1.1241","1","GU432167.1.1241","false","GU432167.1.1241","GU432167.1.1241"
"strong","0.0","JQ473836.1.1358","0","JQ473836.1.1358","false","JQ473836.1.1358","JQ473836.1.1358"
"strong","1.0","HQ798792.1.1434","1","HQ798792.1.1434","false","HQ798792.1.1434","HQ798792.1.1434"
"strong","0.0","HQ764874.1.1421","0","HQ764874.1.1421","false","HQ764874.1.1421","HQ764874.1.1421"
"strong","0.0","JQ452113.1.1427","0","JQ452113.1.1427","false","JQ452113.1.1427","JQ452113.1.1427"
"strong","0.0","JQ654191.1.1502","0","JQ654191.1.1502","false","JQ654191.1.1502","JQ654191.1.1502"
"strong","1.0","JQ452534.1.1372","1","JQ452534.1.1372","false","JQ452534.1.1372","JQ452534.1.1372"
"strong","0.0","GQ016008.1.1371","0","GQ016008.1.1371","false","GQ016008.1.1371","GQ016008.1.1371"
"strong","0.0","JQ473962.1.1377","0","JQ473962.1.1377","false","JQ473962.1.1377","JQ473962.1.1377"
"strong","0.0","JQ451065.1.1311","0","JQ451065.1.1311","false","JQ451065.1.1311","JQ451065.1.1311"
"strong","1.0","JQ467757.1.1383","1","JQ467757.1.1383","false","JQ467757.1.1383","JQ467757.1.1383"
"strong","1.0","JQ474027.1.1443","1","JQ474027.1.1443","false","JQ474027.1.1443","JQ474027.1.1443"
"strong","1.0","JQ463260.1.1414","1","JQ463260.1.1414","false","JQ463260.1.1414","JQ463260.1.1414"
"strong","1.0","FJ558197.1.1408","1","FJ558197.1.1408","false","FJ558197.1.1408","FJ558197.1.1408"
"strong","1.0","HG799962.1.1671","1","HG799962.1.1671","false","HG799962.1.1671","HG799962.1.1671"
"strong","1.0","AY953252.1.1530","1","AY953252.1.1530","false","AY953252.1.1530","AY953252.1.1530"
"strong","1.0","AF385496.1.1523","1","AF385496.1.1523","false","AF385496.1.1523","AF385496.1.1523"
"strong","1.0","AM420280.1.1426","1","AM420280.1.1426","false","AM420280.1.1426","AM420280.1.1426"
"strong","1.0","FJ957497.1.1475","1","FJ957497.1.1475","false","FJ957497.1.1475","FJ957497.1.1475"
"strong","1.0","JF229027.1.1317","1","JF229027.1.1317","false","JF229027.1.1317","JF229027.1.1317"
"strong","0.0","JQ463168.1.1384","0","JQ463168.1.1384","false","JQ463168.1.1384","JQ463168.1.1384"
"strong","1.0","EU773453.1.1296","1","EU773453.1.1296","false","EU773453.1.1296","EU773453.1.1296"
"strong","1.0","HQ759757.1.1433","1","HQ759757.1.1433","false","HQ759757.1.1433","HQ759757.1.1433"
"strong","1.0","DQ798568.1.1385","1","DQ798568.1.1385","false","DQ798568.1.1385","DQ798568.1.1385"
"strong","0.0","JF117067.1.1365","0","JF117067.1.1365","false","JF117067.1.1365","JF117067.1.1365"
"strong","1.0","JQ456203.1.1331","1","JQ456203.1.1331","false","JQ456203.1.1331","JQ456203.1.1331"
"strong","0.0","JQ455258.1.1386","0","JQ455258.1.1386","false","JQ455258.1.1386","JQ455258.1.1386"
"strong","1.0","JQ452809.1.1377","1","JQ452809.1.1377","false","JQ452809.1.1377","JQ452809.1.1377"
"strong","1.0","FN178465.1.1428","1","FN178465.1.1428","false","FN178465.1.1428","FN178465.1.1428"
"strong","1.0","DQ804516.1.1389","1","DQ804516.1.1389","false","DQ804516.1.1389","DQ804516.1.1389"
"strong","0.0","KF574954.1.1384","0","KF574954.1.1384","false","KF574954.1.1384","KF574954.1.1384"
"strong","0.0","JQ470580.1.1397","0","JQ470580.1.1397","false","JQ470580.1.1397","JQ470580.1.1397"
"strong","0.0","JQ451128.1.1378","0","JQ451128.1.1378","false","JQ451128.1.1378","JQ451128.1.1378"
"strong","0.0","GQ019407.1.1377","0","GQ019407.1.1377","false","GQ019407.1.1377","GQ019407.1.1377"
"strong","1.0","DQ809141.1.1290","1","DQ809141.1.1290","false","DQ809141.1.1290","DQ809141.1.1290"
"strong","1.0","AY974922.1.1359","1","AY974922.1.1359","false","AY974922.1.1359","AY974922.1.1359"
"strong","0.0","JF127680.1.1343","0","JF127680.1.1343","false","JF127680.1.1343","JF127680.1.1343"
"strong","1.0","JQ456948.1.1401","1","JQ456948.1.1401","false","JQ456948.1.1401","JQ456948.1.1401"
"strong","1.0","HM811978.1.1370","1","HM811978.1.1370","false","HM811978.1.1370","HM811978.1.1370"
"strong","0.0","JQ464588.1.1409","0","JQ464588.1.1409","false","JQ464588.1.1409","JQ464588.1.1409"
"strong","1.0","FJ975800.1.1364","1","FJ975800.1.1364","false","FJ975800.1.1364","FJ975800.1.1364"
"strong","1.0","JF067205.1.1333","1","JF067205.1.1333","false","JF067205.1.1333","JF067205.1.1333"
"strong","1.0","HQ788290.1.1452","1","HQ788290.1.1452","false","HQ788290.1.1452","HQ788290.1.1452"
"strong","1.0","AM420064.1.1510","1","AM420064.1.1510","false","AM420064.1.1510","AM420064.1.1510"
"strong","1.0","JF148823.1.1369","1","JF148823.1.1369","false","JF148823.1.1369","JF148823.1.1369"
"strong","0.0","JQ452125.1.1330","0","JQ452125.1.1330","false","JQ452125.1.1330","JQ452125.1.1330"
"strong","0.0","JQ450714.1.1360","0","JQ450714.1.1360","false","JQ450714.1.1360","JQ450714.1.1360"
"strong","0.0","FM997505.1.1340","0","FM997505.1.1340","false","FM997505.1.1340","FM997505.1.1340"
"strong","0.0","JQ462354.1.1430","0","JQ462354.1.1430","false","JQ462354.1.1430","JQ462354.1.1430"
"strong","1.0","JQ453715.1.1276","1","JQ453715.1.1276","false","JQ453715.1.1276","JQ453715.1.1276"
"strong","1.0","JQ449849.1.1412","1","JQ449849.1.1412","false","JQ449849.1.1412","JQ449849.1.1412"
"strong","1.0","JQ452678.1.1383","1","JQ452678.1.1383","false","JQ452678.1.1383","JQ452678.1.1383"
"strong","0.0","JQ452138.1.1369","0","JQ452138.1.1369","false","JQ452138.1.1369","JQ452138.1.1369"
"strong","0.0","JQ457855.1.1392","0","JQ457855.1.1392","false","JQ457855.1.1392","JQ457855.1.1392"
"strong","1.0","JQ452607.1.1364","1","JQ452607.1.1364","false","JQ452607.1.1364","JQ452607.1.1364"
"strong","1.0","JQ460207.1.1411","1","JQ460207.1.1411","false","JQ460207.1.1411","JQ460207.1.1411"
"strong","1.0","GQ077258.1.1358","1","GQ077258.1.1358","false","GQ077258.1.1358","GQ077258.1.1358"
"strong","1.0","JQ451753.1.1400","1","JQ451753.1.1400","false","JQ451753.1.1400","JQ451753.1.1400"
"strong","1.0","JQ183875.1.1329","1","JQ183875.1.1329","false","JQ183875.1.1329","JQ183875.1.1329"
"strong","1.0","DQ807557.1.1377","1","DQ807557.1.1377","false","DQ807557.1.1377","DQ807557.1.1377"
"strong","1.0","DQ800646.1.1402","1","DQ800646.1.1402","false","DQ800646.1.1402","DQ800646.1.1402"
"strong","0.0","JX993449.1.1404","0","JX993449.1.1404","false","JX993449.1.1404","JX993449.1.1404"
"strong","1.0","JQ460082.1.1420","1","JQ460082.1.1420","false","JQ460082.1.1420","JQ460082.1.1420"
"strong","1.0","JQ463921.1.1380","1","JQ463921.1.1380","false","JQ463921.1.1380","JQ463921.1.1380"
"strong","1.0","FJ470482.1.1495","1","FJ470482.1.1495","false","FJ470482.1.1495","FJ470482.1.1495"
"strong","1.0","JQ449345.1.1397","1","JQ449345.1.1397","false","JQ449345.1.1397","JQ449345.1.1397"
"strong","0.0","JQ475531.1.1404","0","JQ475531.1.1404","false","JQ475531.1.1404","JQ475531.1.1404"
"strong","0.0","JX010895.1.1431","0","JX010895.1.1431","false","JX010895.1.1431","JX010895.1.1431"
"strong","1.0","AJ289180.1.1378","1","AJ289180.1.1378","false","AJ289180.1.1378","AJ289180.1.1378"
"strong","1.0","AF385499.1.1521","1","AF385499.1.1521","false","AF385499.1.1521","AF385499.1.1521"
"strong","1.0","HQ799394.1.1459","1","HQ799394.1.1459","false","HQ799394.1.1459","HQ799394.1.1459"
"strong","1.0","JQ460220.1.1427","1","JQ460220.1.1427","false","JQ460220.1.1427","JQ460220.1.1427"
"strong","1.0","JQ453347.1.1261","1","JQ453347.1.1261","false","JQ453347.1.1261","JQ453347.1.1261"
"strong","1.0","JF146381.1.1370","1","JF146381.1.1370","false","JF146381.1.1370","JF146381.1.1370"
"strong","0.0","JQ468090.1.1395","0","JQ468090.1.1395","false","JQ468090.1.1395","JQ468090.1.1395"
"strong","0.0","JQ461528.1.1380","0","JQ461528.1.1380","false","JQ461528.1.1380","JQ461528.1.1380"
"strong","1.0","JQ457885.1.1401","1","JQ457885.1.1401","false","JQ457885.1.1401","JQ457885.1.1401"
"strong","1.0","JQ467398.1.1418","1","JQ467398.1.1418","false","JQ467398.1.1418","JQ467398.1.1418"
"strong","0.0","JF193497.1.1384","0","JF193497.1.1384","false","JF193497.1.1384","JF193497.1.1384"
"strong","0.0","ACKT01000055.15.1310","0","ACKT01000055.15.1310","false","ACKT01000055.15.1310","ACKT01000055.15.1310"
"strong","1.0","AY947498.1.1414","1","AY947498.1.1414","false","AY947498.1.1414","AY947498.1.1414"
"strong","0.0","JQ448766.1.1407","0","JQ448766.1.1407","false","JQ448766.1.1407","JQ448766.1.1407"
"strong","1.0","GU227193.1.1432","1","GU227193.1.1432","false","GU227193.1.1432","GU227193.1.1432"
"strong","0.0","JQ467084.1.1319","0","JQ467084.1.1319","false","JQ467084.1.1319","JQ467084.1.1319"
"strong","0.0","JF113832.1.1317","0","JF113832.1.1317","false","JF113832.1.1317","JF113832.1.1317"
"strong","1.0","JQ072936.1.1361","1","JQ072936.1.1361","false","JQ072936.1.1361","JQ072936.1.1361"
"strong","0.0","JQ455419.1.1384","0","JQ455419.1.1384","false","JQ455419.1.1384","JQ455419.1.1384"
"strong","0.0","JQ467393.1.1314","0","JQ467393.1.1314","false","JQ467393.1.1314","JQ467393.1.1314"
"strong","1.0","JQ457925.1.1419","1","JQ457925.1.1419","false","JQ457925.1.1419","JQ457925.1.1419"
"strong","1.0","AJ290754.1.1466","1","AJ290754.1.1466","false","AJ290754.1.1466","AJ290754.1.1466"
"strong","0.0","JF130867.1.1361","0","JF130867.1.1361","false","JF130867.1.1361","JF130867.1.1361"
"strong","0.0","HQ744818.1.1425","0","HQ744818.1.1425","false","HQ744818.1.1425","HQ744818.1.1425"
"strong","1.0","JQ474320.1.1406","1","JQ474320.1.1406","false","JQ474320.1.1406","JQ474320.1.1406"
"strong","1.0","FM996847.1.1458","1","FM996847.1.1458","false","FM996847.1.1458","FM996847.1.1458"
"strong","0.0","JQ471949.1.1417","0","JQ471949.1.1417","false","JQ471949.1.1417","JQ471949.1.1417"
"strong","1.0","JQ451995.1.1382","1","JQ451995.1.1382","false","JQ451995.1.1382","JQ451995.1.1382"
"strong","1.0","GU561367.1.1398","1","GU561367.1.1398","false","GU561367.1.1398","GU561367.1.1398"
"strong","0.0","JQ454148.1.1371","0","JQ454148.1.1371","false","JQ454148.1.1371","JQ454148.1.1371"
"strong","1.0","JQ455706.1.1369","1","JQ455706.1.1369","false","JQ455706.1.1369","JQ455706.1.1369"
"strong","1.0","JQ460215.1.1385","1","JQ460215.1.1385","false","JQ460215.1.1385","JQ460215.1.1385"
"strong","1.0","EU779014.1.1408","1","EU779014.1.1408","false","EU779014.1.1408","EU779014.1.1408"
"strong","1.0","JF235709.1.1366","1","JF235709.1.1366","false","JF235709.1.1366","JF235709.1.1366"
"strong","0.0","JQ470103.1.1395","0","JQ470103.1.1395","false","JQ470103.1.1395","JQ470103.1.1395"
"strong","1.0","JF151704.1.1366","1","JF151704.1.1366","false","JF151704.1.1366","JF151704.1.1366"
"strong","1.0","JQ680282.1.1350","1","JQ680282.1.1350","false","JQ680282.1.1350","JQ680282.1.1350"
"strong","0.0","JQ654164.1.1502","0","JQ654164.1.1502","false","JQ654164.1.1502","JQ654164.1.1502"
"strong","1.0","GU408580.1.1460","1","GU408580.1.1460","false","GU408580.1.1460","GU408580.1.1460"
"strong","0.0","JQ477229.1.1399","0","JQ477229.1.1399","false","JQ477229.1.1399","JQ477229.1.1399"
"strong","1.0","JQ473795.1.1366","1","JQ473795.1.1366","false","JQ473795.1.1366","JQ473795.1.1366"
"strong","0.0","JF142294.1.1357","0","JF142294.1.1357","false","JF142294.1.1357","JF142294.1.1357"
"strong","1.0","GQ008221.1.1342","1","GQ008221.1.1342","false","GQ008221.1.1342","GQ008221.1.1342"
"strong","1.0","GQ059427.1.1358","1","GQ059427.1.1358","false","GQ059427.1.1358","GQ059427.1.1358"
"strong","1.0","JF131755.1.1327","1","JF131755.1.1327","false","JF131755.1.1327","JF131755.1.1327"
"strong","0.0","JQ467377.1.1339","0","JQ467377.1.1339","false","JQ467377.1.1339","JQ467377.1.1339"
"strong","0.0","JQ452088.1.1371","0","JQ452088.1.1371","false","JQ452088.1.1371","JQ452088.1.1371"
"strong","1.0","JQ451970.1.1379","1","JQ451970.1.1379","false","JQ451970.1.1379","JQ451970.1.1379"
"strong","1.0","AF182833.1.1283","1","AF182833.1.1283","false","AF182833.1.1283","AF182833.1.1283"
"strong","1.0","HM335226.1.1353","1","HM335226.1.1353","false","HM335226.1.1353","HM335226.1.1353"
"strong","1.0","HQ783869.1.1408","1","HQ783869.1.1408","false","HQ783869.1.1408","HQ783869.1.1408"
"strong","1.0","EU767368.1.1363","1","EU767368.1.1363","false","EU767368.1.1363","EU767368.1.1363"
"strong","1.0","FJ680121.1.1416","1","FJ680121.1.1416","false","FJ680121.1.1416","FJ680121.1.1416"
"strong","1.0","GQ011472.1.1377","1","GQ011472.1.1377","false","GQ011472.1.1377","GQ011472.1.1377"
"strong","1.0","JQ478363.1.1412","1","JQ478363.1.1412","false","JQ478363.1.1412","JQ478363.1.1412"
"strong","1.0","JQ449498.1.1408","1","JQ449498.1.1408","false","JQ449498.1.1408","JQ449498.1.1408"
"strong","1.0","JQ474019.1.1417","1","JQ474019.1.1417","false","JQ474019.1.1417","JQ474019.1.1417"
"strong","1.0","JQ453432.1.1439","1","JQ453432.1.1439","false","JQ453432.1.1439","JQ453432.1.1439"
"strong","0.0","HQ757432.1.1415","0","HQ757432.1.1415","false","HQ757432.1.1415","HQ757432.1.1415"
"strong","0.0","AF287801.1.1494","0","AF287801.1.1494","false","AF287801.1.1494","AF287801.1.1494"
"strong","1.0","HQ799523.1.1418","1","HQ799523.1.1418","false","HQ799523.1.1418","HQ799523.1.1418"
"strong","1.0","DQ824321.1.1391","1","DQ824321.1.1391","false","DQ824321.1.1391","DQ824321.1.1391"
"strong","1.0","DQ824048.1.1400","1","DQ824048.1.1400","false","DQ824048.1.1400","DQ824048.1.1400"
"strong","1.0","DQ809030.1.1400","1","DQ809030.1.1400","false","DQ809030.1.1400","DQ809030.1.1400"
"strong","1.0","GU592683.1.1422","1","GU592683.1.1422","false","GU592683.1.1422","GU592683.1.1422"
"strong","0.0","JQ448035.1.1428","0","JQ448035.1.1428","false","JQ448035.1.1428","JQ448035.1.1428"
"strong","1.0","GQ422739.1.1547","1","GQ422739.1.1547","false","GQ422739.1.1547","GQ422739.1.1547"
"strong","1.0","JQ449961.1.1384","1","JQ449961.1.1384","false","JQ449961.1.1384","JQ449961.1.1384"
"strong","1.0","JQ448701.1.1394","1","JQ448701.1.1394","false","JQ448701.1.1394","JQ448701.1.1394"
"strong","1.0","JQ885556.1.1460","1","JQ885556.1.1460","false","JQ885556.1.1460","JQ885556.1.1460"
"strong","1.0","ABQC02000019.758957.760260","1","ABQC02000019.758957.760260","false","ABQC02000019.758957.760260","ABQC02000019.758957.760260"
"strong","1.0","JN192482.1.1260","1","JN192482.1.1260","false","JN192482.1.1260","JN192482.1.1260"
"strong","1.0","JF193118.1.1352","1","JF193118.1.1352","false","JF193118.1.1352","JF193118.1.1352"
"strong","0.0","JQ466903.1.1308","0","JQ466903.1.1308","false","JQ466903.1.1308","JQ466903.1.1308"
"strong","1.0","KC333892.1.1228","1","KC333892.1.1228","false","KC333892.1.1228","KC333892.1.1228"
"strong","1.0","EU764619.1.1382","1","EU764619.1.1382","false","EU764619.1.1382","EU764619.1.1382"
"strong","0.0","AGEK01000035.51239.52758","0","AGEK01000035.51239.52758","false","AGEK01000035.51239.52758","AGEK01000035.51239.52758"
"strong","0.0","JQ478313.1.1407","0","JQ478313.1.1407","false","JQ478313.1.1407","JQ478313.1.1407"
"strong","1.0","EF402149.1.1493","1","EF402149.1.1493","false","EF402149.1.1493","EF402149.1.1493"
"strong","1.0","EU530495.1.1412","1","EU530495.1.1412","false","EU530495.1.1412","EU530495.1.1412"
"strong","1.0","DQ805092.1.1398","1","DQ805092.1.1398","false","DQ805092.1.1398","DQ805092.1.1398"
"strong","1.0","AY974857.1.1356","1","AY974857.1.1356","false","AY974857.1.1356","AY974857.1.1356"
"strong","0.0","JQ454351.1.1418","0","JQ454351.1.1418","false","JQ454351.1.1418","JQ454351.1.1418"
"strong","0.0","JQ473982.1.1239","0","JQ473982.1.1239","false","JQ473982.1.1239","JQ473982.1.1239"
"strong","0.0","JF105411.1.1360","0","JF105411.1.1360","false","JF105411.1.1360","JF105411.1.1360"
"strong","1.0","JQ085661.1.1260","1","JQ085661.1.1260","false","JQ085661.1.1260","JQ085661.1.1260"
"strong","1.0","EU790420.1.1218","1","EU790420.1.1218","false","EU790420.1.1218","EU790420.1.1218"
"strong","1.0","JQ958876.1.1408","1","JQ958876.1.1408","false","JQ958876.1.1408","JQ958876.1.1408"
"strong","1.0","CU919422.1.1335","1","CU919422.1.1335","false","CU919422.1.1335","CU919422.1.1335"
"strong","0.0","JQ470986.1.1398","0","JQ470986.1.1398","false","JQ470986.1.1398","JQ470986.1.1398"
"strong","1.0","JF223223.1.1359","1","JF223223.1.1359","false","JF223223.1.1359","JF223223.1.1359"
"strong","1.0","JQ451131.1.1383","1","JQ451131.1.1383","false","JQ451131.1.1383","JQ451131.1.1383"
"strong","0.0","FJ470409.1.1474","0","FJ470409.1.1474","false","FJ470409.1.1474","FJ470409.1.1474"
"strong","1.0","JQ457940.1.1426","1","JQ457940.1.1426","false","JQ457940.1.1426","JQ457940.1.1426"
"strong","1.0","GQ000752.1.1377","1","GQ000752.1.1377","false","GQ000752.1.1377","GQ000752.1.1377"
"strong","1.0","JQ453324.1.1369","1","JQ453324.1.1369","false","JQ453324.1.1369","JQ453324.1.1369"
"strong","1.0","AM420284.1.1491","1","AM420284.1.1491","false","AM420284.1.1491","AM420284.1.1491"
"strong","1.0","JF123951.1.1361","1","JF123951.1.1361","false","JF123951.1.1361","JF123951.1.1361"
"strong","0.0","CP003502.202115.203572","0","CP003502.202115.203572","false","CP003502.202115.203572","CP003502.202115.203572"
"strong","0.0","JF140866.1.1361","0","JF140866.1.1361","false","JF140866.1.1361","JF140866.1.1361"
"strong","1.0","FJ557838.1.1307","1","FJ557838.1.1307","false","FJ557838.1.1307","FJ557838.1.1307"
"strong","1.0","GQ062543.1.1350","1","GQ062543.1.1350","false","GQ062543.1.1350","GQ062543.1.1350"
"strong","1.0","DQ003620.1.1455","1","DQ003620.1.1455","false","DQ003620.1.1455","DQ003620.1.1455"
"strong","1.0","JF125650.1.1285","1","JF125650.1.1285","false","JF125650.1.1285","JF125650.1.1285"
"strong","0.0","FJ557935.1.1397","0","FJ557935.1.1397","false","FJ557935.1.1397","FJ557935.1.1397"
"strong","1.0","EU763911.1.1355","1","EU763911.1.1355","false","EU763911.1.1355","EU763911.1.1355"
"strong","1.0","EU767893.1.1364","1","EU767893.1.1364","false","EU767893.1.1364","EU767893.1.1364"
"strong","1.0","JQ466969.1.1400","1","JQ466969.1.1400","false","JQ466969.1.1400","JQ466969.1.1400"
"strong","1.0","JQ461544.1.1400","1","JQ461544.1.1400","false","JQ461544.1.1400","JQ461544.1.1400"
"strong","1.0","HQ744803.1.1434","1","HQ744803.1.1434","false","HQ744803.1.1434","HQ744803.1.1434"
"strong","1.0","AY916170.1.1355","1","AY916170.1.1355","false","AY916170.1.1355","AY916170.1.1355"
"strong","1.0","JQ452099.1.1291","1","JQ452099.1.1291","false","JQ452099.1.1291","JQ452099.1.1291"
"strong","1.0","JQ451989.1.1408","1","JQ451989.1.1408","false","JQ451989.1.1408","JQ451989.1.1408"
"strong","0.0","JQ451880.1.1378","0","JQ451880.1.1378","false","JQ451880.1.1378","JQ451880.1.1378"
"strong","1.0","L06165.1.1489","1","L06165.1.1489","false","L06165.1.1489","L06165.1.1489"
"strong","0.0","JQ472083.1.1388","0","JQ472083.1.1388","false","JQ472083.1.1388","JQ472083.1.1388"
"strong","1.0","JQ448826.1.1385","1","JQ448826.1.1385","false","JQ448826.1.1385","JQ448826.1.1385"
"strong","0.0","JQ453220.1.1388","0","JQ453220.1.1388","false","JQ453220.1.1388","JQ453220.1.1388"
"strong","1.0","FJ470444.1.1500","1","FJ470444.1.1500","false","FJ470444.1.1500","FJ470444.1.1500"
"strong","0.0","JQ467790.1.1348","0","JQ467790.1.1348","false","JQ467790.1.1348","JQ467790.1.1348"
"strong","1.0","DQ804633.1.1384","1","DQ804633.1.1384","false","DQ804633.1.1384","DQ804633.1.1384"
"strong","1.0","HM256094.1.1365","1","HM256094.1.1365","false","HM256094.1.1365","HM256094.1.1365"
"strong","1.0","JQ467450.1.1378","1","JQ467450.1.1378","false","JQ467450.1.1378","JQ467450.1.1378"
"strong","1.0","JQ467193.1.1406","1","JQ467193.1.1406","false","JQ467193.1.1406","JQ467193.1.1406"
"strong","1.0","JQ452137.1.1333","1","JQ452137.1.1333","false","JQ452137.1.1333","JQ452137.1.1333"
"strong","0.0","JQ452603.1.1366","0","JQ452603.1.1366","false","JQ452603.1.1366","JQ452603.1.1366"
"strong","1.0","FJ976446.1.1392","1","FJ976446.1.1392","false","FJ976446.1.1392","FJ976446.1.1392"
"strong","0.0","JQ473908.1.1428","0","JQ473908.1.1428","false","JQ473908.1.1428","JQ473908.1.1428"
"strong","1.0","JF217529.1.1349","1","JF217529.1.1349","false","JF217529.1.1349","JF217529.1.1349"
"strong","1.0","AM420106.1.1496","1","AM420106.1.1496","false","AM420106.1.1496","AM420106.1.1496"
"strong","0.0","JF207434.1.1370","0","JF207434.1.1370","false","JF207434.1.1370","JF207434.1.1370"
"strong","1.0","DQ327276.1.1365","1","DQ327276.1.1365","false","DQ327276.1.1365","DQ327276.1.1365"
"strong","0.0","GU561330.1.1345","0","GU561330.1.1345","false","GU561330.1.1345","GU561330.1.1345"
"strong","0.0","JQ459212.1.1405","0","JQ459212.1.1405","false","JQ459212.1.1405","JQ459212.1.1405"
"strong","1.0","HM347083.1.1331","1","HM347083.1.1331","false","HM347083.1.1331","HM347083.1.1331"
"strong","0.0","JQ466260.1.1419","0","JQ466260.1.1419","false","JQ466260.1.1419","JQ466260.1.1419"
"strong","0.0","JF155629.1.1355","0","JF155629.1.1355","false","JF155629.1.1355","JF155629.1.1355"
"strong","0.0","HQ757541.1.1442","0","HQ757541.1.1442","false","HQ757541.1.1442","HQ757541.1.1442"
"strong","0.0","JQ451673.1.1437","0","JQ451673.1.1437","false","JQ451673.1.1437","JQ451673.1.1437"
"strong","1.0","JQ465929.1.1444","1","JQ465929.1.1444","false","JQ465929.1.1444","JQ465929.1.1444"
"strong","1.0","FJ557743.1.1389","1","FJ557743.1.1389","false","FJ557743.1.1389","FJ557743.1.1389"
"strong","1.0","JQ450455.1.1412","1","JQ450455.1.1412","false","JQ450455.1.1412","JQ450455.1.1412"
"strong","0.0","JQ473107.1.1401","0","JQ473107.1.1401","false","JQ473107.1.1401","JQ473107.1.1401"
"strong","0.0","JF114703.1.1333","0","JF114703.1.1333","false","JF114703.1.1333","JF114703.1.1333"
"strong","1.0","AF385536.1.1504","1","AF385536.1.1504","false","AF385536.1.1504","AF385536.1.1504"
"strong","1.0","GU227175.1.1462","1","GU227175.1.1462","false","GU227175.1.1462","GU227175.1.1462"
"strong","1.0","JQ449590.1.1397","1","JQ449590.1.1397","false","JQ449590.1.1397","JQ449590.1.1397"
"strong","0.0","JQ452555.1.1392","0","JQ452555.1.1392","false","JQ452555.1.1392","JQ452555.1.1392"
"strong","0.0","JF229376.1.1339","0","JF229376.1.1339","false","JF229376.1.1339","JF229376.1.1339"
"strong","0.0","JQ454788.1.1389","0","JQ454788.1.1389","false","JQ454788.1.1389","JQ454788.1.1389"
"strong","1.0","JF141334.1.1371","1","JF141334.1.1371","false","JF141334.1.1371","JF141334.1.1371"
"strong","0.0","GQ068444.1.1362","0","GQ068444.1.1362","false","GQ068444.1.1362","GQ068444.1.1362"
