genome,D300529,D300480,D300517,D300428,D300509,D300516,D300510,D300483,D300466,D300421,D300454,D300525,D300468,D300451,D300498,D300476,D300487,D300459,D300420,D300430,D300462,D300512,D300484,D300495,D300478,D300458,D300427,D300490,D300496,D300467,D300418,D300519,D300504,D300527,D300439,D300475,D300506,D300473,D300486,D300528,D300449,D300492,D300446,D300419,D300453,D300465,D300422,D300437,D300523,D300426,D300440,D300485,D300447,D300461,D300456,D300425,D300424,D300450,D300481,D300494,D300423,D300441,D300435,D300457,D300432,D300444,D300482,D300501,D300521,D300514,D300443,D300526,D300474,D300511,D300489,D300491,D300488,D300508,D300502,D300438,D300448,D300518,D300500,D300522,D300429,D300472,D300471,D300431,D300463,D300452,D300470,D300433,D300479,D300436,D300445,D300442,D300507,D300434,D300460,D300513,D300455,D300524,D300469,D300520,D300505,D300493,D300499,D300503,D300464,D300515,D300497,classification
D300430:bin_000010,2.60778859527121,4.819473220872572,3.286938215444573,17.597362439047473,10.291955698998969,10.220981864685886,4.596655366388259,7.567160240258092,6.932594183610975,9.753904060702954,0.0,0.0,0.0,0.0,0.0,4.904541858901352,6.3362140490872365,4.896644770294685,74.14526511226195,235.59009578468735,27.2586506441292,0.0,0.0,0.0,0.0,0.0,1.218850650393555,8.18138379650702,2.7994679294899947,2.5550580352709966,5.870235839720423,0.0,3.7412707181952256,1.9289388645386067,9.403683175469313,7.696862423386578,4.24943337556221,0.0,2.860545412258014,0.0,14.326218400816233,0.0,0.0,6.289781167342973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.439369352498712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2262106036907725,13.061234758119172,2.788521964902273,5.782518178298267,12.39508034704539,6.303076265883311,10.402115086904628,3.951743124034939,21.31814071212413,3.153687340600432,7.472245232257708,14.44867325579303,9.764900006864137,14.037074998350608,9.65868916326181,0.0,4.21849478159052,0.0,12.119082098399725,1.486501976271415,3.0900607975859566,18.025854468319345,0.0,5.068531401423342,6.244747769655587,14.24324898887277,0.0,0.0,6.557682401088132,0.0,3.4882639933411217,5.960102708801355,2.257667673184486,7.633385825092483,16.83874211707284,23.43910878189574,10.233177368610106,7.759339390211475,12.926734343938534,5.729737636724594,12.526381940524594,5.296297431680188,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis
D300435:bin_000001,5.731786744896974,28.44704251887341,16.463286725648423,35.04448379704013,12.31072584326336,26.633593201882743,25.525289062186967,25.90010551349245,6.400693576404575,16.025951762342448,10.712113938858742,6.514063620786238,23.2809864372344,17.42534115112628,10.97921706317375,14.138965119266388,20.27314481275087,27.775307328670213,31.738839571566512,1.4656790457117763,22.71048291867762,5.595259513695149,3.993937098873921,4.420194323955491,14.853302462321942,17.090416342256546,4.419192613584136,11.80710122302944,7.228224191423317,11.612415866149496,11.70899253077608,8.73008265878288,10.186333842176014,1.7129836591576364,21.44155157472799,7.428035948439022,0.0,9.760489086070884,4.880097232686714,13.430284493602018,43.19422260597114,17.551851278614546,48.52762324376603,6.106308575505,27.46359863076013,41.67892943480752,22.929857490004505,13.905095209624593,34.742438658006655,48.34207112850727,38.81627689003106,28.955381070266647,18.46010796473665,31.296024663287827,32.859989173671444,18.791497325236897,19.83622231842134,32.56112593817051,35.70985518017824,72.61775596449782,88.24915168880513,66.72051023590869,69.955386569853,48.62655687397227,0.0,0.0,0.0,0.0,15.501644769147008,0.0,1.0010622058212335,0.0,1.4472357900509345,10.458209821789834,28.80594945251618,18.509898862606978,0.0,11.352206866154996,22.0756931639356,31.838539215586145,42.28013243003937,22.25429223073436,11.077148983008636,1.0493800002042704,26.90305329177741,3.415125276648835,8.69844039587594,30.19007748917171,94.60294165017446,54.098900632688135,22.85537737768724,13.82566546959004,51.83786355211998,38.93760169324408,49.22846695887802,33.161503995449486,31.014602973076386,52.39245755301405,44.69702385956257,24.96385986111188,47.3863805100945,10.62060475022843,27.307331812828654,18.63293246586525,12.47170659235416,1.84868595240658,6.176369377360404,7.833728648838056,2.830774585311548,0.0,4.341884142571277,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum
D300443:bin_000003,1.2265874133552293,0.9601636941702152,2.313719710133858,3.583719017930455,3.3357789197807866,1.9418543174397067,1.6223069707269568,1.280471867898948,2.0745514999331665,2.8203857482480093,1.167019133456816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591734852680021,0.0,2.416834148064695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.885896833050087,2.777108117397697,0.0,0.0,4.974466048616548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.793167833069184,9.263292692241594,59.98888297466058,33.42554755676068,29.676863339953027,6.697381203574634,3.448873617980103,8.337321459260249,9.87862273005022,4.879541689740114,0.0,2.147232857224694,0.0,16.857912720311635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.690560613149,22.189654184727605,13.147448872424526,4.594097295155531,9.823932693960169,26.80800843533388,1.1131794334434493,7.442275606752086,4.235434488915198,3.5444245402814643,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925
D300444:bin_000010,11.48502663363154,16.51438366187107,12.084564750554373,43.03968905125739,29.98211188001296,35.914176421075275,10.965830282670442,8.615704649973173,16.91341912293494,21.476812669078846,6.602142071882664,1.4981652248193678,1.2232303549608343,8.216856793733498,0.0,18.11859251356696,21.346380415056917,30.011987948266093,30.89560667022699,9.53740715124576,36.44950678691719,7.378919846464211,6.286403152761605,15.828688029436448,17.971322726573472,17.028139472930498,16.509834244884328,11.646976498118324,13.205738081152845,57.86272142059376,16.554437291836813,17.35049146210445,10.673119855719383,12.739821500263272,38.22190336350436,29.04089847702404,21.501107493812167,26.43741252925072,11.840397071863904,18.981574704866343,28.558613375223405,61.98144463218824,33.19428167988864,32.52335992735941,25.252547360837863,33.03570870223737,11.95821290145869,15.24453350809765,25.170751657488623,36.04019996172862,25.478798778817666,16.01530792830494,18.974867832401355,25.242229095507117,20.642440213469275,11.405669792996836,16.867971854273573,17.58330904893109,36.760274178197065,47.35675746323258,37.60806037873662,44.72362995323637,41.55568799066478,32.69332989808055,76.96666137204163,60.34402972660974,38.637166641861135,33.80685833209306,9.636321794802846,6.186315979053296,7.645224894409751,6.34648359771022,13.962301435927325,12.212792647892009,14.625109279810092,16.625539520206914,6.885190850387654,6.352674556908672,13.766441999467204,38.29145785207485,26.330477779459272,18.284904190216285,9.992536454744087,10.12264040032368,28.049922894417254,14.4238093034483,26.354256690926054,46.54813376974384,43.24474112410309,59.3867761111521,36.54692059188071,14.721725764270786,29.41366926270053,46.92742382306113,13.77446210570156,49.22652094357722,24.263400925266996,29.01646294867257,46.14539311340212,31.48510792905536,35.47827661205699,15.74778344900213,31.7033392408008,29.894688031937843,11.459793784777244,12.173489437223049,11.844993390056691,13.316659433458444,21.84869233184041,10.657548655311157,21.035941332219377,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum
D300452:bin_000016,20.437692868728572,67.06965102593314,3.7265345080094807,4.971792287658158,10.152792046277437,10.402793510176702,27.10282623645812,59.10376183074592,50.29785470441922,81.0926674261593,99.8989584194052,108.15775759259488,98.016969520316,95.5121728103808,60.6720533822254,46.65346121089844,34.45836703012574,44.343395634717446,52.08657695458204,35.79786739154621,129.85710391277502,29.730297705061385,16.885557560193913,26.316484611816204,46.62668811983935,26.38854098690233,29.813642370059423,24.696240901866048,13.637100022056082,47.8102669436581,40.34168059539711,33.11678467863507,44.56265521398629,15.26885973958208,64.8455000712431,52.07964783137962,73.07843702402941,28.51591193442252,36.755094857419465,24.29796270765411,114.51407327694176,41.22812039888327,89.12039823265069,52.093701264353534,51.8134133511517,46.32658876987568,32.10497003560854,28.70137170614532,96.42710985295297,109.66996553655812,116.92960466261675,105.5867275735512,113.08817032760764,115.62702709384766,145.0561193917206,74.80011268771256,101.87496218260225,103.83658720187692,110.77416848895017,46.41920479690512,40.835209835321095,79.49012063180591,87.45278924860328,63.79279384199387,0.0,0.0,0.0,32.56112104755331,17.780813290383612,10.198660890011718,33.71311217827561,31.802560977910737,42.279492853243774,20.971463072978302,30.78736310102011,22.862658271909204,26.98929271544205,23.793698206430616,39.633348536198326,42.89459079461103,32.76248852465629,23.33777491214978,12.169784988981718,70.64296407721321,50.54635973795553,48.97237524487782,18.67636180042694,61.93643944564412,81.28603225392992,48.96677989656413,226.5363297507923,127.11411452637005,58.30268362013831,146.77925895467183,118.13855774041618,151.8671872509338,51.64395887809363,64.54881648623837,71.69664623930784,50.33425699955302,50.33786795108104,54.8353568758698,72.33858233392388,75.59936915700872,40.51689307224311,10.43805721699086,50.18015720326274,17.827007445066368,22.344633117565422,13.554796352093147,13.96729063475323,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525
D300458:bin_000001,1.5193424064457233,6.474553626900173,20.01593254418547,73.19969439090238,126.85573319997168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.46942522692194,109.58458317116676,199.5167607489477,160.86922477364286,134.99573317943342,72.20007229462524,49.52353837006428,122.31642145712694,242.9911182356004,283.8532419107552,256.16149941517347,112.11255882923784,120.4286999393095,256.2204955262566,494.5178800833442,67.16044888390039,126.32453714495792,22.68947301941994,35.381723836585394,0.0,0.0,0.0,0.0,380.76536799915385,150.89957516638546,348.40361349896745,277.7070948343232,313.2517896513941,198.4033824437021,48.08683673018804,136.42419384817924,150.27811352104607,124.37281331864163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum
D300472:bin_000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12949658584182,7.462451065762528,2.44292393643143,1.5850233383492904,7.359129035944031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.910970403226355,8.157336043215796,5.632313270818341,8.939370439475928,8.733800971932729,131.59293591813326,73.0478691376076,19.440176920842323,31.27535813468006,4.038639466113992,13.434066790196995,98.56061971009656,27.178583236291697,51.50304987146088,22.36414200806159,61.447701214683086,16.586543886162012,77.76726269514145,14.13899920372726,34.19040410752082,25.75388903833679,76.32204378819503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018889896219477,3.217274999220921,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp904373255
D300474:bin_000012,1.3748352662208223,8.705467539628904,1.5188446080180418,3.3053429422046525,3.351088856422369,0.0,3.098182168389774,0.0,0.0,6.224955533165621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8666038440612744,0.0,1.8478941664261772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.024507504102252,0.0,2.6701167824972387,2.493954884764103,3.234165911201429,0.0,0.0,0.0,3.427933966709147,3.191730556565258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07239825964886,17.043111845750666,19.89024324587325,5.968337005602203,47.72141540801309,6.221243693634798,12.159685343015774,8.258040396183695,6.879744090400347,19.495534255764472,4.286673058164526,5.666273523783027,4.676516528888311,4.569725902386646,1.6897397064169013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter norwichensis
D300479:bin_000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.883229526487351,5.203505868772426,1.6840187228179582,2.251511021614856,2.9984105890705988,7.064460472992629,3.331584483601058,4.742128760305814,10.600243328670306,5.215244958241279,0.0,1.0379826477722247,9.859522229356063,4.4048616306316095,0.7621140452541899,2.1082477915837936,0.0,0.0,0.0,0.0,0.0,0.0,2.3802548515133903,1.217930532393451,1.716841834819684,0.7781008315703246,2.0539545027903507,4.659414518061465,1.353084522988793,0.9178114424200235,1.9296128314426364,7.941648487382281,1.1483455349497922,1.3221149514295174,3.3583835891648204,1.5693309079413396,1.8213351772628252,5.521310823800901,2.808345462867664,2.288736292167401,0.9022880412145016,2.67334593397586,8.985500679888933,26.718708247070765,20.285532756436037,6.424602866088397,4.812717758822466,1.3118432481442714,0.0,0.0,2.742390315457137,0.0,1.75653849262883,1.2316003931565227,6.5355063692283455,1.7581603405159745,1.5607582833950064,3.023587846747217,2.8098128490512706,0.0,1.2225643834995772,0.0,0.0,0.0,0.0,6.529945747900994,3.091396534600194,0.0,1.4855354337722275,0.7900716135944835,37.91440144287826,15.4299518748819,3.4779369477028714,6.524076203166568,1.4941852891703296,1.2574727284990597,0.0,0.7767106762384869,0.0,0.0,4.710618572784157,1.0711919140327943,0.0,2.0871637690509206,1.2902958405007856,0.0,3.5862146018826824,0.9254572967451316,0.0,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus
D300479:bin_000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8539731631980207,0.0,0.899878700811921,0.0,0.0,0.0,8.134723308030738,1.3892359981218927,1.2601733188681716,1.9743287225153825,2.7775283674822098,2.1431095941881617,1.6131333679139914,0.0,10.944463730055832,0.0,0.0,5.342783155826278,4.05747499812704,21.699172294602043,7.308790788353219,0.0,8.423259247990785,6.312275923912639,10.321582962982871,7.364722238584808,4.8729847092107885,9.989082501176677,1.2919993434631405,3.5998579409791662,2.377472664790466,3.437811147286724,1.9554132550674292,1.287753014036049,2.0341633644425814,4.658652303683755,2.1392064024925523,1.0687024647011356,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__Ornithomonoglobus merdipullorum
